original	gold_id	pred_id
あの結構うちのマンションはその理事会が活発で防災訓練は必ずしてますしそれ以外の催しもしてますし	過去-現在（習慣など）	過去-現在（習慣など）
備蓄食料とかあの割合気をつけてるんですね	過去-現在（習慣など）	現在（状態、性質、考えなど）
で東京都の方針としてあの建物が潰れない限りはあのマンションは自分の所で自助努力でいるようにと避難所にはいかないようにというような話でやってますが	現在（状態、性質、考えなど）	過去-現在（習慣など）
これはその食料の方で高木さんと同じローリングストックやってる食料なんですけど	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
水はやっぱり必ずこれは2 L 6本１２本ですけどもっと倍ぐらい常に置いといて	過去-現在（習慣など）	現在（状態、性質、考えなど）
後赤飯とかああいうのはま日持ちすると言うけど美味しいもんじゃないんで時々食べてへらしてますけど	過去-現在（習慣など）	過去-現在（習慣など）
それ以外に冷凍庫とか色々もう結構あるんでその食材がある時は食べるのに追われちゃって	過去-現在（習慣など）	過去
なんのための備蓄かなと思う時もあるんですけど万が一の場合には助かると思うんですね	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
それでまず自助努力ということを言われてるので	現在（状態、性質、考えなど）	過去
とりあえず三日ぐらいは持ってる防災委員の聞いた話では3日では東京無理だそうです	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
一週間は最低必要ということでした	現在（状態、性質、考えなど）	過去
これはあのついこの前旅館に行った時に非常口の確認をしなきゃいけないと思って	最近（1か月以内）	過去
大体宿泊施設ごと非常口どこにあんのかを確認するようにしてんですけども	過去-現在（習慣など）	現在（状態、性質、考えなど）
これもうすぐ自分の近くの部屋の近くの非常口が写真をとったんですけど	最近（1か月以内）	過去
まだこの他にも非常口はまたありまして	最近（1か月以内）	現在（状態、性質、考えなど）
いざっていうときに非常口の場所を頭にいれておけば	未来（予定、予測、願望、仮定など）	現在（状態、性質、考えなど）
最低限最悪の場合は逃げられるかなという風に思って宿に行ったら必ず非常口の確認するようにしてます	過去-現在（習慣など）	過去-現在（習慣など）
なんで他の所でもみんなどこでも旅館でも確認してくださいと言われてると思うんで	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
自分で習慣つけたらいいなと思ってやってます	過去-現在（習慣など）	過去-現在（習慣など）
次のはこれは皆さんと同じように防災セットです	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
いつもとってる新聞社から更改契約してもらった方のお礼に差し上げますということでセットもらったんですけど	過去	過去
まあいろんなものが入ってましてかなり	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
これはあの携帯非常時のこの簡易用のトイレとかなるようなビニールのとかですね	現在（状態、性質、考えなど）	現在（状態、性質、考えなど）
